latitude,longitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,elevation_m,slope_deg,curvature,terrain_ruggedness,local_relief_m,topographic_position_index,valley_or_ridge_class,geological_group,geological_formation,stratigraphic_unit,lithology,metamorphic_grade,weathering_class,fold_position,structural_orientation,label_status,spatial_block_id
22.11375206376239,85.54631537628934,0.2153907193733298,0.2538717413206358,0.2084079801545177,0.2859868785416941,0.2830230460210596,0.4120152876294158,0.5587292378589488,0.4503843456804047,0.3394051967979928,0.2455452795893656,0.4598683218323237,0.199239297726365,-0.1568694130834744,-0.1711936884202835,0.9675765658998828,1.3822453240407078,0.4394701824807151,0.607458078693918,0.9354228817108036,0.9896330133439476,1.4557607151116698,-11.172412387520756,-17.26791260633195,6.095500218811196,-14.220162496926353,3.2307806023131405,610.4359369716999,16.137189985559413,0.0579077138549473,41.59409222966798,146.7387156354939,65.34867817646594,ridge,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment,Low-Medium,Fresh,Limb,NE-SW,UNLABELLED,106
21.932859053340337,85.27317676240015,0.2427874773575188,0.2860724995179831,0.2215773454496872,0.2447810514113348,0.3161424505334081,0.3170646835946895,0.5224958989544551,0.4984874161967667,0.3056662406994898,0.1866807502357891,0.3113762025550434,0.2548088367622922,-0.0133607069783927,-0.1841660660938711,0.912635343576882,1.637365410991791,0.357285853005726,0.5850106312805772,0.7503645449922641,1.2915262729053545,1.0029139716787652,-9.98967170839343,-19.649420670517333,9.659748962123905,-14.819546189455382,2.773637466796858,575.994083189991,6.520499198336116,0.2257209782379402,20.97747137404666,113.8692620961339,57.58190853729667,ridge,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock,Low,Highly weathered,Limb,NE-SW,UNLABELLED,21
22.057707915347144,85.25309058921495,0.1923589668681962,0.2744520239942882,0.2211259303544172,0.255441161662967,0.2724910016750027,0.3382113060467117,0.5194772083231011,0.4417047095537753,0.2737524826817407,0.2995558647478655,0.377241408372238,0.3241783427678117,-0.0077361953265806,-0.1797919611478862,1.149542360370291,0.9138581514803736,0.5766476051321677,0.5269758736664354,0.9083118179502908,1.0667424668701722,1.2411788381594098,-12.99399623348517,-17.204630315959385,4.210634082474215,-15.099313274722276,2.7308874229378843,533.5221191381492,12.14130886673518,-0.0671023121508163,26.485004894264204,59.08780856515163,83.8307775057672,ridge,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment,Low-Medium,Moderately weathered,Interlimb,N-S,UNLABELLED,81
22.13050952170651,85.4251369068966,0.2561928456268683,0.2684233412643538,0.2872943221956874,0.2518929707024703,0.3525204191966422,0.3233001731220172,0.4881765222350836,0.4988148676043876,0.2869537937610171,0.2318317677683077,0.3220107744403349,0.26155315101296,-0.0496828069590859,-0.1290147635520657,1.1213943156703117,1.237762014935684,0.4748923438893369,0.5878062399252244,0.8279208740105137,1.3994793849711828,0.917107884845077,-15.075449657525766,-19.818747699649283,4.7432980421235165,-17.447098678587523,2.717981768520599,545.0293526380875,19.054638782596378,-0.0241465087744463,23.081178140759047,63.12770897312593,-12.58207278158695,slope,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite,Medium,Highly weathered,Limb,E-W,UNLABELLED,104
22.01819205557033,85.33215545385883,0.1849536241581457,0.286219996324937,0.2251871090202539,0.3047117268566479,0.2817747423062072,0.3879063328963103,0.481296976492035,0.4676424453726935,0.3398652452861982,0.2386536404128937,0.3941962575099458,0.1700830875007769,-0.0910662656731217,-0.0821878675337259,1.2175262448572646,1.4240881497137503,0.495854235981487,0.7061431002958365,0.9531122829906176,0.9247225910546498,1.3766491385009658,-12.164800234251247,-19.43357521142712,7.268774977175875,-15.799187722839186,2.710065952894212,472.1304901168377,11.601237683539996,-0.2231640065302214,20.247766193942383,76.19673447268795,41.98757465842952,ridge,Older Metamorphic Complex,Mica-schist sequence,Schist,Schist/Metasediment,Medium,Highly weathered,Limb,NE-SW,UNLABELLED,62
21.988431178387156,85.35792708203681,0.2366506908887427,0.2739273058847561,0.2536264140625958,0.1798314645360575,0.3384227589381136,0.3921302986698694,0.5240783310487505,0.4363240712838063,0.2772847936894315,0.1538361216109547,0.3477743579492309,0.3031412111811048,-0.0272232462499077,-0.177926972988241,1.0717287212700857,1.802456980381295,0.2935359448408483,0.5290893520539129,0.8065481687628281,1.8818780013452896,1.1586961267148417,-9.978167713728451,-19.466025042001384,9.487857328272932,-14.72209637786492,2.595423141300989,586.0346263157719,7.786812504069282,-0.4193392206526208,33.4954646607375,143.7804077722817,10.13116847036793,slope,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite,Medium,Highly weathered,Hinge,E-W,UNLABELLED,43
21.9153006566918,85.60246660779671,0.2170248842080221,0.2700380864031452,0.2198516169648084,0.279062448220936,0.3093563595358017,0.3775246647354267,0.4883832542421238,0.486955571764595,0.2725409680121823,0.2500311476094639,0.4221696658729027,0.2734727524207978,0.0017639740747139,-0.1778387435139745,1.0130202568559876,1.090023705423176,0.5119557918538202,0.5580461811470812,0.8882364054738809,1.1085520569174747,1.2203513286443604,-10.870565165741665,-17.408143366382994,6.537578200641329,-14.13935426606233,3.871410507529589,630.2540384533246,13.949791215842682,-0.2552613109022819,32.48116110976982,115.59425707229204,4.511256239977037,slope,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite,Low-Medium,Moderately weathered,Limb,E-W,UNLABELLED,28
21.9072328351254,85.61553896478257,0.2551340718531019,0.2620127249127071,0.3017402395898093,0.2446842614894441,0.3305865268281086,0.4194748039910984,0.5258612360620853,0.5081105916145828,0.2593333667375745,0.2691957711114102,0.3193826119571711,0.307252072370346,-0.0074214916464536,-0.1638675446442157,1.18266860529289,0.9633598711711384,0.5119131069903028,0.4931583767634469,0.939207527662822,1.3510684085169973,1.2688766815125712,-8.848707067267691,-16.665725221319764,7.817018154052073,-12.757216144293729,4.416571553074875,672.6067920413194,31.051965917191666,0.0439106876549084,47.317183920881725,186.2393946580938,14.148672901430729,slope,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment,Low,Moderately weathered,Interlimb,Variable,UNLABELLED,28
22.055005570098068,85.51138527664462,0.2469922730668731,0.2707256528336714,0.2845019325760774,0.3060160258327656,0.3269648801023512,0.3824066924283577,0.4940822056726287,0.5314727896816771,0.2723961885680639,0.24459381409931,0.2368670032629653,0.3016537236183522,0.0199164524910345,-0.1418953032726329,1.1518610569569998,1.1136629759348289,0.495045796519896,0.5513164289752223,0.9756535507534148,1.0684532313605106,1.169561460996027,-8.72218440749041,-16.67642447156298,7.954240064072572,-12.699304439526696,3.895327286501411,608.515424098169,14.346207101646446,0.3296819881168185,29.57137503116942,137.10891605257564,-8.544273403846956,slope,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock,Low,Moderately weathered,Limb,E-W,UNLABELLED,86
22.129623082750008,85.43690034953329,0.275665749638083,0.233007374520429,0.2476170732308203,0.2597234172255359,0.2190786169449933,0.3595415913610281,0.4867206430773382,0.5122928566440724,0.284793170942044,0.2513604869051841,0.3122923043703223,0.2818804059708363,-0.1157812495531407,-0.1776155145720265,0.8982478792089055,1.133002411978374,0.5164358118861049,0.5851253483231512,0.7260304872217407,0.8435041236602445,1.641145791537978,-12.729533349984294,-17.51241315010846,4.782879800124167,-15.120973250046378,2.4780604798053214,622.5478201689726,10.2967783358731,-0.0005176530816817,24.50512144421316,153.3597365410497,6.429059251406123,slope,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock,Low-Medium,Fresh,Limb,NE-SW,UNLABELLED,104
