latitude,longitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,elevation_m,slope_deg,curvature,terrain_ruggedness,local_relief_m,topographic_position_index,valley_or_ridge_class,geological_group,geological_formation,stratigraphic_unit,lithology,metamorphic_grade,weathering_class,fold_position,structural_orientation,label,label_status,spatial_block_id,station_id
22.113752063762394,85.54631537628934,0.21539071937332982,0.2538717413206358,0.20840798015451772,0.28598687854169413,0.2830230460210596,0.4120152876294158,0.5587292378589488,0.4503843456804047,0.33940519679799286,0.2455452795893656,0.45986832183232373,0.19923929772636506,-0.15686941308347443,-0.1711936884202835,0.9675765658998828,1.3822453240407078,0.4394701824807151,0.607458078693918,0.9354228817108037,0.9896330133439475,1.4557607151116698,-11.172412387520755,-17.26791260633195,6.095500218811196,-14.220162496926353,3.2307806023131405,610.4359369716999,16.137189985559413,0.057907713854947335,41.59409222966798,146.7387156354939,65.34867817646594,ridge,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment,Low-Medium,Fresh,Limb,NE-SW,0,UNLABELLED,106,BK_00001
21.932859053340334,85.27317676240015,0.24278747735751882,0.2860724995179831,0.22157734544968727,0.24478105141133485,0.3161424505334081,0.31706468359468953,0.5224958989544551,0.4984874161967667,0.3056662406994898,0.18668075023578914,0.31137620255504345,0.2548088367622922,-0.01336070697839276,-0.1841660660938711,0.9126353435768821,1.637365410991791,0.357285853005726,0.5850106312805772,0.7503645449922641,1.2915262729053543,1.0029139716787652,-9.98967170839343,-19.649420670517333,9.659748962123903,-14.819546189455382,2.773637466796858,575.994083189991,6.520499198336116,0.22572097823794027,20.97747137404666,113.8692620961339,57.58190853729667,ridge,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock,Low,Highly weathered,Limb,NE-SW,0,UNLABELLED,21,BK_00002
22.057707915347144,85.25309058921495,0.1923589668681962,0.27445202399428825,0.22112593035441722,0.255441161662967,0.2724910016750027,0.33821130604671173,0.5194772083231011,0.4417047095537753,0.27375248268174074,0.29955586474786555,0.377241408372238,0.3241783427678117,-0.007736195326580669,-0.17979196114788623,1.149542360370291,0.9138581514803737,0.5766476051321677,0.5269758736664354,0.9083118179502908,1.0667424668701722,1.2411788381594098,-12.99399623348517,-17.204630315959385,4.210634082474215,-15.099313274722277,2.7308874229378843,533.5221191381492,12.14130886673518,-0.06710231215081632,26.485004894264204,59.08780856515163,83.8307775057672,ridge,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment,Low-Medium,Moderately weathered,Interlimb,N-S,0,UNLABELLED,81,BK_00003
22.13050952170651,85.4251369068966,0.25619284562686834,0.26842334126435385,0.28729432219568746,0.2518929707024703,0.35252041919664223,0.32330017312201725,0.4881765222350836,0.4988148676043876,0.2869537937610171,0.23183176776830774,0.32201077444033493,0.26155315101296,-0.04968280695908596,-0.12901476355206576,1.1213943156703117,1.237762014935684,0.47489234388933693,0.5878062399252244,0.8279208740105137,1.3994793849711828,0.917107884845077,-15.075449657525766,-19.818747699649283,4.7432980421235165,-17.447098678587523,2.717981768520599,545.0293526380875,19.054638782596378,-0.024146508774446303,23.081178140759047,63.12770897312593,-12.58207278158695,slope,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite,Medium,Highly weathered,Limb,E-W,0,UNLABELLED,104,BK_00004
22.01819205557033,85.33215545385883,0.18495362415814576,0.28621999632493705,0.2251871090202539,0.30471172685664794,0.28177474230620725,0.3879063328963103,0.48129697649203507,0.4676424453726935,0.33986524528619827,0.23865364041289372,0.3941962575099458,0.1700830875007769,-0.09106626567312177,-0.08218786753372598,1.2175262448572646,1.4240881497137505,0.495854235981487,0.7061431002958365,0.9531122829906176,0.9247225910546498,1.3766491385009658,-12.164800234251247,-19.433575211427122,7.268774977175875,-15.799187722839186,2.710065952894212,472.1304901168377,11.601237683539997,-0.22316400653022142,20.247766193942383,76.19673447268795,41.98757465842952,ridge,Older Metamorphic Complex,Mica-schist sequence,Schist,Schist/Metasediment,Medium,Highly weathered,Limb,NE-SW,0,UNLABELLED,62,BK_00005
21.988431178387156,85.35792708203681,0.23665069088874272,0.2739273058847561,0.25362641406259584,0.17983146453605756,0.33842275893811363,0.3921302986698694,0.5240783310487505,0.4363240712838063,0.27728479368943154,0.15383612161095472,0.34777435794923095,0.3031412111811048,-0.027223246249907716,-0.17792697298824106,1.0717287212700857,1.802456980381295,0.29353594484084833,0.5290893520539129,0.8065481687628281,1.8818780013452894,1.1586961267148415,-9.978167713728451,-19.466025042001384,9.487857328272932,-14.722096377864919,2.595423141300989,586.0346263157719,7.786812504069282,-0.4193392206526208,33.4954646607375,143.7804077722817,10.13116847036793,slope,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite,Medium,Highly weathered,Hinge,E-W,0,UNLABELLED,43,BK_00006
21.9153006566918,85.60246660779671,0.21702488420802218,0.2700380864031452,0.21985161696480848,0.279062448220936,0.30935635953580176,0.37752466473542673,0.4883832542421238,0.48695557176459503,0.27254096801218236,0.25003114760946393,0.4221696658729027,0.2734727524207978,0.0017639740747139067,-0.17783874351397452,1.0130202568559876,1.090023705423176,0.5119557918538202,0.5580461811470812,0.8882364054738809,1.1085520569174747,1.2203513286443604,-10.870565165741665,-17.408143366382994,6.537578200641329,-14.13935426606233,3.871410507529589,630.2540384533246,13.949791215842682,-0.25526131090228193,32.48116110976982,115.59425707229205,4.511256239977037,slope,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite,Low-Medium,Moderately weathered,Limb,E-W,0,UNLABELLED,28,BK_00007
21.907232835125402,85.61553896478257,0.25513407185310194,0.26201272491270716,0.30174023958980933,0.2446842614894441,0.3305865268281086,0.41947480399109843,0.5258612360620853,0.5081105916145828,0.25933336673757457,0.2691957711114102,0.3193826119571711,0.307252072370346,-0.007421491646453691,-0.16386754464421574,1.18266860529289,0.9633598711711385,0.5119131069903028,0.4931583767634469,0.939207527662822,1.3510684085169973,1.2688766815125712,-8.848707067267691,-16.665725221319764,7.817018154052073,-12.757216144293729,4.416571553074875,672.6067920413194,31.051965917191666,0.043910687654908465,47.317183920881725,186.2393946580938,14.148672901430727,slope,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment,Low,Moderately weathered,Interlimb,Variable,0,UNLABELLED,28,BK_00008
22.055005570098068,85.51138527664462,0.24699227306687319,0.27072565283367145,0.2845019325760774,0.3060160258327656,0.32696488010235125,0.3824066924283577,0.4940822056726287,0.5314727896816771,0.2723961885680639,0.24459381409931008,0.23686700326296534,0.3016537236183522,0.019916452491034506,-0.14189530327263292,1.1518610569569998,1.1136629759348289,0.495045796519896,0.5513164289752223,0.9756535507534148,1.0684532313605106,1.169561460996027,-8.72218440749041,-16.67642447156298,7.954240064072572,-12.699304439526696,3.895327286501411,608.515424098169,14.346207101646446,0.32968198811681854,29.57137503116942,137.10891605257564,-8.544273403846956,slope,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock,Low,Moderately weathered,Limb,E-W,0,UNLABELLED,86,BK_00009
22.129623082750008,85.43690034953329,0.27566574963808305,0.23300737452042908,0.24761707323082038,0.2597234172255359,0.21907861694499334,0.3595415913610281,0.4867206430773382,0.5122928566440724,0.284793170942044,0.2513604869051841,0.31229230437032235,0.2818804059708363,-0.11578124955314074,-0.17761551457202657,0.8982478792089055,1.133002411978374,0.5164358118861049,0.5851253483231512,0.7260304872217407,0.8435041236602445,1.641145791537978,-12.729533349984294,-17.51241315010846,4.782879800124167,-15.120973250046378,2.4780604798053214,622.5478201689726,10.2967783358731,-0.0005176530816817376,24.50512144421316,153.3597365410497,6.429059251406123,slope,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock,Low-Medium,Fresh,Limb,NE-SW,0,UNLABELLED,104,BK_00010
